,일시,총 매출금액,총 주문건수,년,월,일,년월,평균기온(℃),평균풍속(m/s),강수량(mm),holiday
0,2023-01-01,1300700,48,2023,1,1,2023-01,1.1,2.9,0.0,1.0
1,2023-01-03,865000,29,2023,1,3,2023-01,-0.8,4.4,0.0,0.0
2,2023-01-04,892600,34,2023,1,4,2023-01,-0.4,2.4,0.0,0.0
3,2023-01-05,975400,35,2023,1,5,2023-01,0.2,0.9,0.0,0.0
4,2023-01-06,1149200,40,2023,1,6,2023-01,1.8,1.1,1.7,0.0
5,2023-01-07,1017400,33,2023,1,7,2023-01,3.6,4.2,0.3,0.0
6,2023-01-08,1545200,56,2023,1,8,2023-01,1.2,1.0,0.0,0.0
7,2023-01-10,1036700,39,2023,1,10,2023-01,1.9,1.1,0.0,0.0
8,2023-01-11,953600,34,2023,1,11,2023-01,2.6,1.5,0.0,0.0
9,2023-01-12,865600,34,2023,1,12,2023-01,6.7,0.9,4.8,0.0
10,2023-01-13,1171500,45,2023,1,13,2023-01,14.6,1.9,51.9,0.0
11,2023-01-14,1080700,42,2023,1,14,2023-01,10.0,3.1,0.0,0.0
12,2023-01-15,1419900,41,2023,1,15,2023-01,1.4,4.7,0.4,0.0
13,2023-01-17,936300,34,2023,1,17,2023-01,-1.5,3.6,0.0,0.0
14,2023-01-18,974700,30,2023,1,18,2023-01,-0.9,1.9,0.0,0.0
15,2023-01-19,636300,21,2023,1,19,2023-01,-1.3,1.2,0.0,0.0
16,2023-01-20,944200,35,2023,1,20,2023-01,-0.6,3.4,0.0,0.0
17,2023-01-21,952800,33,2023,1,21,2023-01,-2.5,2.6,0.0,0.0
18,2023-01-22,1687700,54,2023,1,22,2023-01,-0.5,0.2,0.0,0.0
19,2023-01-23,372300,2,2023,1,23,2023-01,1.8,2.9,0.0,0.0
20,2023-01-24,1596700,53,2023,1,24,2023-01,-8.6,6.1,0.2,0.0
21,2023-01-25,937000,36,2023,1,25,2023-01,-9.2,3.3,0.1,0.0
22,2023-01-26,867300,34,2023,1,26,2023-01,-1.9,1.2,0.0,0.0
23,2023-01-27,1313100,47,2023,1,27,2023-01,-3.5,4.5,0.0,0.0
24,2023-01-28,1506100,57,2023,1,28,2023-01,-3.5,3.4,0.0,0.0
25,2023-01-29,1335900,49,2023,1,29,2023-01,1.1,2.7,0.0,0.0
26,2023-01-31,1077900,40,2023,1,31,2023-01,0.3,1.1,0.0,0.0
27,2023-02-01,1059500,39,2023,2,1,2023-02,2.9,2.9,0.0,0.0
28,2023-02-02,937000,30,2023,2,2,2023-02,0.9,3.4,0.0,0.0
29,2023-02-03,970600,30,2023,2,3,2023-02,1.1,3.5,0.0,0.0
30,2023-02-04,1369200,47,2023,2,4,2023-02,-0.1,3.1,0.0,0.0
31,2023-02-05,1467200,35,2023,2,5,2023-02,-0.3,1.4,0.0,0.0
32,2023-02-07,1123300,33,2023,2,7,2023-02,3.9,0.9,0.0,0.0
33,2023-02-08,799700,29,2023,2,8,2023-02,4.5,2.7,0.0,0.0
34,2023-02-09,746400,28,2023,2,9,2023-02,3.7,2.0,7.4,0.0
35,2023-02-10,915700,33,2023,2,10,2023-02,3.7,2.2,17.0,0.0
36,2023-02-11,871800,32,2023,2,11,2023-02,2.7,0.6,0.0,1.0
37,2023-02-12,1489300,48,2023,2,12,2023-02,4.0,0.6,0.4,0.0
38,2023-02-14,942700,32,2023,2,14,2023-02,3.9,3.3,0.0,0.0
39,2023-02-15,849800,30,2023,2,15,2023-02,3.3,0.9,0.0,0.0
40,2023-02-16,973400,32,2023,2,16,2023-02,3.7,1.1,0.0,0.0
41,2023-02-17,819400,31,2023,2,17,2023-02,3.6,0.4,0.1,0.0
42,2023-02-18,1033800,37,2023,2,18,2023-02,7.7,0.3,1.5,0.0
43,2023-02-19,1616000,54,2023,2,19,2023-02,4.7,4.1,1.6,0.0
44,2023-02-21,1196800,36,2023,2,21,2023-02,-0.8,2.5,0.0,0.0
45,2023-02-22,672200,25,2023,2,22,2023-02,2.4,1.2,1.0,0.0
46,2023-02-23,688000,24,2023,2,23,2023-02,5.9,3.2,1.4,0.0
47,2023-02-24,1127500,39,2023,2,24,2023-02,6.0,3.6,0.0,0.0
48,2023-02-25,1278900,44,2023,2,25,2023-02,1.4,4.2,0.0,0.0
49,2023-02-26,1390100,49,2023,2,26,2023-02,2.0,2.4,0.0,0.0
50,2023-02-28,1234000,43,2023,2,28,2023-02,5.1,1.7,0.0,0.0
51,2023-03-01,1223800,43,2023,3,1,2023-03,7.0,2.6,0.1,0.0
52,2023-03-02,846800,30,2023,3,2,2023-03,3.0,3.9,0.0,0.0
53,2023-03-03,749600,27,2023,3,3,2023-03,5.9,3.3,0.0,0.0
54,2023-03-04,1354700,48,2023,3,4,2023-03,6.3,1.0,0.0,0.0
55,2023-03-05,1262300,43,2023,3,5,2023-03,5.9,1.4,0.0,0.0
56,2023-03-07,1070700,38,2023,3,7,2023-03,9.2,0.9,0.0,0.0
57,2023-03-08,1018700,33,2023,3,8,2023-03,10.3,1.6,0.0,0.0
58,2023-03-09,1051000,35,2023,3,9,2023-03,14.2,1.6,0.1,0.0
59,2023-03-10,1129100,38,2023,3,10,2023-03,11.8,0.9,0.0,0.0
60,2023-03-11,1467100,50,2023,3,11,2023-03,12.2,1.4,0.0,0.0
61,2023-03-12,1718400,59,2023,3,12,2023-03,6.8,3.2,4.5,0.0
62,2023-03-14,1360400,48,2023,3,14,2023-03,5.7,1.6,0.0,0.0
63,2023-03-15,1081100,36,2023,3,15,2023-03,11.3,1.9,0.0,0.0
64,2023-03-16,1790600,20,2023,3,16,2023-03,9.1,3.4,0.0,0.0
65,2023-03-17,821600,29,2023,3,17,2023-03,8.2,1.2,0.0,0.0
66,2023-03-18,1607400,52,2023,3,18,2023-03,9.8,3.1,0.0,0.0
67,2023-03-19,1584600,53,2023,3,19,2023-03,8.2,2.0,0.0,0.0
68,2023-03-21,1196400,38,2023,3,21,2023-03,12.3,1.5,0.0,0.0
69,2023-03-22,1272900,46,2023,3,22,2023-03,12.9,0.8,1.4,0.0
70,2023-03-23,852300,27,2023,3,23,2023-03,15.2,1.7,30.4,0.0
71,2023-03-24,1221900,43,2023,3,24,2023-03,11.1,1.7,15.5,0.0
72,2023-03-25,1180500,40,2023,3,25,2023-03,10.1,0.8,0.2,0.0
73,2023-03-26,1121900,37,2023,3,26,2023-03,10.2,2.8,1.8,0.0
